otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
Zotu250	fj907186.1 bacillus subtilis 3  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus subtilis;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.997			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
Zotu252	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.0474308300395	4.55139e-113	412.454			2	0	7	0	0	0	0	1	0	0	0	0	0	34	0	0	0	1	0	0	0	0
Zotu253	flavobacteriaceae bacterium ycs_9 ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__pseudofulvibacter;s__flavobacteriaceae bacterium ycs_9;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu254	acinetobacter radioresistens ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__moraxellales;f__moraxellaceae;g__acinetobacter;s__acinetobacter radioresistens; superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.98			0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	35	0	0	0	0
Zotu255	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.98			6	10	7	43	118	31	0	2	137	0	76	3	0	267	0	2	1	12	46	0	0	0
Zotu256	pseudovibrio denitrificans  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__stappiaceae;g__pseudovibrio;s__pseudovibrio denitrificans;superkingdom__bacteria;	94.4664031620553	1.22131e-107	394.421			0	0	1	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
Zotu257	kordia algicida ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__kordia;s__kordia algicida;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	91.304347826087	8.79402e-97	358.353			0	2	0	0	2	0	0	0	12	0	0	0	0	0	0	11	0	0	0	0	0	0
Zotu258	celeribacter neptunius  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__celeribacter;s__celeribacter neptunius;superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	6	0	2	5	6	0	0	5	0	0	1	0	7	0	1	0	0	0	0	0	0
Zotu259	l14627.1 arcobacter nitrofigilis  ;k__bacteria;p__proteobacteria;c__epsilonproteobacteria;o__campylobacterales;f__arcobacteraceae;g__arcobacter;s__arcobacter nitrofigilis; subphylum__delta/epsilon subdivisions;superkingdom__bacteria;	96.4426877470356	1.07038e-114	417.864			0	0	0	0	5	8	0	0	0	0	21	6	0	2	9	0	0	0	0	1	0	0
Zotu260	rubritalea tangerina  ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__rubritaleaceae;g__rubritalea;s__rubritalea tangerina; superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0
Zotu261	thalassomonas fusca ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassomonas;s__thalassomonas fusca;superkingdom__bacteria	97.2332015810277	7.2122e-117	425.98			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0
Zotu262	neptuniibacter caesariensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__neptuniibacter;s__neptuniibacter caesariensis;superkingdom__bacteria	96.0474308300395	4.55139e-113	412.454			3	1	0	3	13	5	0	0	5	0	30	2	0	5	0	0	6	0	0	0	0	0
Zotu263	bacillus licheniformis ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus licheniformis;superkingdom__bacteria;species group  bacillus subtilis group	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
Zotu264	dq836238.1 thiohalomonas nitratireducens str. hrhd 3sp  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__ectothiorhodospiraceae;g__thiohalomonas;s__thiohalomonas denitrificans;superkingdom__bacteria	90.1185770750988	1.93701e-92	344.828			0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	3	0	0	0	0	0
Zotu265	thalassotalea agarivorans ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassotalea agarivorans;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	3	0	0	1	0	0	0	24	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu267	pseudoalteromonas phenolica ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__pseudoalteromonadaceae;g__pseudoalteromonas;s__pseudoalteromonas phenolica;superkingdom__bacteria	100	1.22023e-126	457.539			0	4	0	2	30	1	1	9	5	0	2	0	0	0	0	0	6	0	1	0	0	0
Zotu269	delta proteobacterium babl1 ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__deltaproteobacteria;f__deltaproteobacteria;g__candidatus babela;s__delta proteobacterium babl1;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	84.3137254901961	8.24366e-72	275.398			0	21	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu270	dq447183.2 desulfovibrio gigas str. dsm 1382 ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio gigas;superkingdom__bacteria;subphylum__delta/epsilon subdivisions	96.4426877470356	3.73601e-114	416.963			0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
Zotu271	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	95.6521739130435	1.9353e-111	407.946			47	45	0	3	23	24	0	0	18	0	179	25	0	2	0	8	32	3	5	0	0	0
Zotu272	haliangium ochraceum ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__myxococcales;f__kofleriaceae;g__haliangium;s__haliangium ochraceum;superkingdom__bacteria;subphylum__delta/epsilon subdivisions;suborder__nannocystineae	86.5612648221344	1.69914e-80	304.252			0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu273	eu703957.1 rhodopseudomonas palustris str. jh1_6   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__nitrobacteraceae;g__rhodopseudomonas;s__rhodopseudomonas palustris; superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
Zotu274	ef519705.1 exiguobacterium panipatensis str. sm1  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillales;g__exiguobacterium;s__exiguobacterium panipatensis;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0
Zotu275	mesoflavibacter zeaxanthinifaciens ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__mesoflavibacter;s__mesoflavibacter zeaxanthinifaciens;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.604743083004	5.18855e-125	452.129			2	5	0	0	0	0	0	0	0	0	1	19	0	0	0	1	0	0	0	0	0	0
Zotu276	eu672854.1 biogeography and nor5/om60 clade oxic layer sediment isolate redrap1 str. rap1 red   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__halieaceae;g__congregibacter;s__congregibacter litoralis; superkingdom__bacteria;	93.6758893280632	6.32653e-105	385.404			0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
Zotu277	nr_025772.1 microbulbifer maritimus str. tf_17  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__microbulbiferaceae;g__microbulbifer;s__microbulbifer maritimus; superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.078			0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu278	planifilum fimeticola ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__thermoactinomycetaceae;g__planifilum;s__planifilum fimeticola;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
Zotu279	thalassotalea agarivorans ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassotalea agarivorans;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.095			0	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	17	0	0	0	0	0
Zotu280	kordiimonas gwangyangensis ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__kordiimonadales;f__kordiimonadaceae;g__kordiimonas;s__kordiimonas gwangyangensis;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
Zotu281	truepera radiovictrix dsm 17093  ;k__bacteria;p__deinococcus_thermus;c__deinococci;o__trueperales;f__trueperaceae;g__truepera;s__truepera radiovictrix;superkingdom__bacteria;	96.0474308300395	4.55139e-113	412.454			0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu282	terasakiella pusilla  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__terasakiellaceae;g__terasakiella;s__terasakiella pusilla;superkingdom__bacteria;	95.6521739130435	1.9353e-111	407.044			0	0	0	0	6	0	0	0	11	0	3	0	0	5	0	0	0	0	0	0	0	0
Zotu283	microscilla sericea  ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__marivirgaceae;g__marivirga;s__microscilla sericea;superkingdom__bacteria;	79.6747967479675	5.55944e-55	219.494			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0
Zotu285	neptuniibacter caesariensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__neptuniibacter;s__neptuniibacter caesariensis;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	25	0	0	0	0	0
Zotu286	aquabacterium parvum ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiales;g__aquabacterium;s__aquabacterium parvum;superkingdom__bacteria	99.604743083004	5.18855e-125	453.03			0	2	0	0	0	0	0	1	5	0	0	6	0	1	0	11	3	0	13	0	10	1
Zotu287	fj907186.1 bacillus subtilis 3  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus subtilis;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
Zotu288	tepidiphilus succinatimandens  ;k__bacteria;p__proteobacteria;c__hydrogenophilalia;o__hydrogenophilales;f__hydrogenophilaceae;g__tepidiphilus;s__tepidiphilus succinatimandens; superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu289	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	95.6521739130435	1.9353e-111	407.044			0	7	0	2	6	2	0	0	2	0	8	0	0	4	0	0	0	0	0	0	0	0
Zotu290	rhodobacteraceae bacterium bs_b2 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__rhodobacteraceae;g__aestuariivita;s__rhodobacteraceae bacterium;superkingdom__bacteria	99.604743083004	5.18855e-125	452.129			3	0	0	0	0	3	0	0	5	0	2	4	0	0	0	0	8	0	0	0	0	0
Zotu291	fj404753.1 vibrio sp. str. dh51  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rumoiensis;superkingdom__bacteria	96.4426877470356	3.73601e-114	416.061			0	0	0	0	2	0	2	0	0	59	0	0	0	0	0	0	0	0	0	9	0	0
Zotu292	af407690.1 great artesian basin clone r35   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiaceae;g__alkaliphilus;s__alkaliphilus transvaalensis;superkingdom__bacteria;	93.2539682539683	9.34711e-103	378.19			0	0	0	0	17	0	0	0	0	4	0	0	0	0	0	0	0	0	0	72	0	0
Zotu293	pseudoalteromonas flavipulchra ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__pseudoalteromonadaceae;g__pseudoalteromonas;s__pseudoalteromonas flavipulchra;superkingdom__bacteria	100	1.22023e-126	457.539			0	2	0	0	0	0	0	0	4	0	2	0	0	0	0	0	1	16	0	0	0	0
Zotu294	gammaproteobacteria bacterium bj_1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__shewanellaceae;g__psychrobium;s__gammaproteobacteria bacterium;superkingdom__bacteria	98.8142292490119	2.68774e-122	443.112			0	3	0	1	2	2	0	0	1	0	2	0	0	0	0	0	20	0	0	0	0	0
Zotu295	ab435650.1 oceanobacter sp. str. 1o14  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__oleibacter;s__oleibacter marinus;superkingdom__bacteria	95.2569169960474	2.35768e-110	403.438			1	1	0	0	4	0	0	0	5	0	11	0	0	10	0	0	0	0	0	0	0	0
Zotu297	rubritalea spongiae  ;k__bacteria;p__verrucomicrobia;c__verrucomicrobiae;o__verrucomicrobiales;f__rubritaleaceae;g__rubritalea;s__rubritalea spongiae; superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0
Zotu298	ab245514.1 deselenobacterium kyonanesis str. asr22_7  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas kyonanesis;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	1	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
Zotu299	lewinella cohaerens  ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__lewinellaceae;g__lewinella;s__lewinella cohaerens; superkingdom__bacteria;	93.2806324110672	2.69011e-103	380.895			6	1	0	0	1	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0
Zotu300	dq328956.1 vibrio sp. bwdy_57 str. bwdy57  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio fortis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	4	0	0	0	0	8	0	0	0	0	7	0	0	0	0	3	0	0
Zotu302	thioprofundum hispidum  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__thioprofundaceae;g__thioprofundum;s__thioprofundum hispidum; superkingdom__bacteria;	95.2569169960474	2.35768e-110	403.438			0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu304	ferrimonas kyonanensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas kyonanensis;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	1	0	42	0	0	8	0	0	0	0	1	0	3	0	0	0	0	0
Zotu305	arenibacter nanhaiticus ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__flavobacteriaceae;g__arenibacter;s__arenibacter nanhaiticus;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	94.8616600790514	1.00251e-108	398.929			6	5	0	0	0	3	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0
Zotu306	bacillus alkalitelluris ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus alkalitelluris;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
Zotu307	eu371936.1 lewinella nigricans   ;k__bacteria;p__bacteroidetes;c__saprospiria;o__saprospirales;f__lewinellaceae;g__lewinella;s__lewinella nigricans; superkingdom__bacteria;	92.094861660079	1.69764e-99	367.37			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
Zotu308	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	0	0	22	0	1	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0
Zotu309	haliea rubra ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__halieaceae;g__pseudohaliea;s__haliea rubra;superkingdom__bacteria	92.8853754940711	3.27723e-102	376.387			0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
Zotu310	spirulina subsalsa ccap 1475/1  ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__spirulinales;f__spirulinaceae;g__spirulina;s__spirulina subsalsa; superkingdom__bacteria;	97.6284584980237	1.69615e-118	430.488			0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu312	af181574.1 raoultella planticola 7   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__enterobacteriaceae;g__raoultella;s__raoultella planticola; superkingdom__bacteria;	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Zotu313	ef620438.1 azotobacter vinelandii str. issds_385  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__azotobacter;s__azotobacter vinelandii;superkingdom__bacteria;subfamily__azotobacter group	94.8616600790514	1.00251e-108	398.929			0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	26	0	0	0	0
Zotu314	haliea mediterranea  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__halieaceae;g__haliea;s__haliea mediterranea; superkingdom__bacteria;	97.6284584980237	1.69615e-118	430.488			0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
Zotu315	dq836238.1 thiohalomonas nitratireducens str. hrhd 3sp  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__ectothiorhodospiraceae;g__thiohalomonas;s__thiohalomonas denitrificans;superkingdom__bacteria	93.2806324110672	2.69011e-103	380.895			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0
Zotu316	aj863164.1 cellulomonas bogoriensis str. 69b4    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__micrococcales;f__cellulomonadaceae;g__cellulomonas;s__cellulomonas bogoriensis;superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu317	eu183233.1 sphingobium yanoikuyae str. xj  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__sphingobium;s__sphingobium yanoikuyae;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
Zotu318	methylonatrum kenyense ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__gammaproteobacteria;f__gammaproteobacteria;g__methylonatrum;s__methylonatrum kenyense;superkingdom__bacteria	91.304347826087	8.79402e-97	358.353			0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	0	0
Zotu320	cyanobacterium ucyn_a ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__chroococcales;f__aphanothecaceae;g__candidatus atelocyanobacterium;s__cyanobacterium ucyn_a;superkingdom__bacteria;subclass  oscillatoriophycideae	99.2125984251969	1.81914e-124	450.325			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
Zotu321	oleiphilus messinensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oleiphilaceae;g__oleiphilus;s__oleiphilus messinensis;superkingdom__bacteria	96.4426877470356	3.73601e-114	416.963			0	2	0	5	3	7	0	0	0	0	1	0	0	1	0	16	18	0	3	0	0	0
Zotu322	aj438048.1 corynebacterium tuberculostearicum str. cip102076    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium tuberculostearicum;superkingdom__bacteria;	100	3.51177e-127	459.342			0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	0
Zotu323	nc_008555.1 listeria welshimeri serovar 6b str. slcc5334  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__listeriaceae;g__listeria;s__listeria welshimeri;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
Zotu324	fodinicurvata sediminis  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__rhodovibrionaceae;g__fodinicurvata;s__fodinicurvata sediminis;superkingdom__bacteria;	92.9411764705882	5.92536e-99	365.567			0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
Zotu325	desulforhopalus singaporensis ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfocapsaceae;g__desulforhopalus;s__desulforhopalus singaporensis; subphylum__delta/epsilon subdivisions;superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu327	brevundimonas diminuta ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__brevundimonas;s__brevundimonas diminuta;superkingdom__bacteria	88.9328063241107	1.22239e-88	331.303			0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0
Zotu328	gq866080.1 seasonal changes norway lobster (nephrops norvegicus) gut clone d1_715  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__moraxellales;f__moraxellaceae;g__psychrobacter;s__psychrobacter celer; superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0
Zotu329	thalassotalea ganghwensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassotalea ganghwensis;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	18	0	0	0	0	0
Zotu330	aj301664.1 maricaulis sp. str. mcs10   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__maricaulales;f__maricaulaceae;g__maricaulis;s__maricaulis maris;superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			0	0	0	0	8	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu331	gq080306.1 topographical and temporal human skin microbiome skin volar forearm clone nbw1186f06c1   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__moraxellaceae;g__enhydrobacter;s__enhydrobacter aerosaccus; superkingdom__bacteria;	100	3.51177e-127	459.342			0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	21	0
Zotu332	psychrosphaera saromensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__pseudoalteromonadaceae;g__psychrosphaera;s__psychrosphaera saromensis;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	7	7	1	0	0	0	4	1	0	0	0	0	9	0	0	0	0	0
Zotu333	ab245515.1 deselenobacterium futtsum str. fut3661  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas futtsum;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.095			0	0	0	0	0	0	0	0	0	8	0	0	0	0	7	0	0	0	0	7	0	0
Zotu334	leptotrichia wadei ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__leptotrichiaceae;g__leptotrichia;s__leptotrichia wadei;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
Zotu335	nc_003450.3 corynebacterium glutamicum str. atcc 13032    ;k__bacteria;p__actinobacteria;c__actinomycetia;o__corynebacteriales;f__corynebacteriaceae;g__corynebacterium;s__corynebacterium glutamicum;superkingdom__bacteria;	98.4251968503937	9.42338e-122	441.308			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0
Zotu336	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.061			3	4	0	2	87	4	0	0	10	0	17	1	1	12	0	0	3	0	1	0	0	0
Zotu337	haliea mediterranea  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__halieaceae;g__haliea;s__haliea mediterranea; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
Zotu338	ab252208.1 methylobacterium tardum str. rb677   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__methylobacteriaceae;g__methylobacterium;s__methylobacterium tardum;superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
